name,latitude,longitude,description,info,type,status
"Jarvis, Martin and Foster",-3.4422918964849,-41.2020784020751,Avoid keep increase matter pull to expect. Research fight run expert carry soon indicate.,"{""address"": ""653 Wiley Ridge Suite 797\nRobertachester, OH 48229"", ""website"": ""https://www.jackson-thompson.info/""}",RESTAURANT,ACTIVE
Ortiz and Sons,-3.223535,-40.695012,Training read measure number. Any from without team daughter.,"{""address"": ""5126 Catherine Loaf Apt. 841\nLake Nathaniel, WI 85410"", ""website"": ""https://wright-padilla.biz/""}",WINERY,ACTIVE
"Garcia, Cox and Stevens",-3.122544,-40.833837,White already ok. Operation happy why hour side statement.,"{""address"": ""212 Dickson Plaza\nEast Antoniomouth, AL 32200"", ""website"": ""http://www.cline-phillips.com/""}",RESTAURANT,ACTIVE
"Simpson, Jones and Scott",-2.91266972167834,-40.8500915765762,Hundred would at change president. Record agency fear eight in item.,"{""address"": ""8433 Phillip Plaza\nNorth James, NY 77728"", ""website"": ""https://carter.com/""}",BAR,ACTIVE
"Garner, Sullivan and Chandler",-3.019893,-41.136481,Chance you soldier wife can else. Tell continue certainly value.,"{""address"": ""6253 Simon Plaza\nDoyleside, LA 69935"", ""website"": ""https://www.atkins.info/""}",FOOD_TRUCK,ACTIVE
Rivas and Sons,-3.03187546967526,-41.2416806817055,Sign certainly later remain be. Great smile can financial. Probably whom west church.,"{""address"": ""556 Perkins Manors Suite 180\nBrendaborough, AS 29755"", ""website"": ""http://richmond-wolf.com/""}",COCKTAIL_BAR,ACTIVE
Henry-Nelson,-2.911352,-41.747955,End campaign type clear type local could church.,"{""address"": ""3264 Brian Lane Suite 180\nBenderchester, FL 74011"", ""website"": ""http://www.garcia.com/""}",ROOFTOP_BAR,ACTIVE
Hatfield-Jordan,-2.902041,-41.779329,Spend small one option cut value. Report day cost ever spring foreign. Especially bag gun turn speech identify hope. Serious discuss building building treat wish office.,"{""address"": ""29654 Andrade Center\nChristinestad, GU 03589"", ""website"": ""http://www.lee-johnson.biz/""}",LOUNGE,ACTIVE
Jordan LLC,-3.178889,-41.860001,North he worker performance whole dinner.,"{""address"": ""858 Peterson Bypass\nEast William, SD 38408"", ""website"": ""http://brock.com/""}",ROOFTOP_BAR,ACTIVE
Myers-Wright,-3.50732377623857,-42.194342315197,Manage world film person less pass green certain. Dark back think right leg. Trial look yet recent.,"{""address"": ""4138 Benjamin Valley\nLake William, TN 29215"", ""website"": ""http://gray.com/""}",CAFE,ACTIVE
"Crawford, Cross and Burns",-3.739901,-42.311446,Year weight art ask. Student unit thank quickly. Specific answer reason finish pick six production.,"{""address"": ""77243 Rodriguez Island\nLisaport, IL 16736"", ""website"": ""https://gordon.biz/""}",PUB,ACTIVE
"Jones, Martin and Scott",-3.71504713327877,-42.537978887558,Measure piece really else. Police particular late investment.,"{""address"": ""41047 Martinez Pike\nSarahview, NE 68053"", ""website"": ""http://www.mendez-goodwin.com/""}",WINERY,ACTIVE
Obrien-Richardson,-3.474111,-42.359417,Develop many deal officer history beat degree. Share wish whether next Mrs become game. Responsibility find until deal country fill different.,"{""address"": ""892 Brady Motorway Suite 653\nNatashaville, DE 91975"", ""website"": ""http://www.stein-king.com/""}",NIGHTCLUB,ACTIVE
"Peters, Thomas and Short",-3.396364,-42.389575,Open indeed evidence difference rate parent. Get age peace language month such. With energy artist top long.,"{""address"": ""242 Taylor Highway\nAlexanderbury, OK 82979"", ""website"": ""https://monroe.com/""}",CAFE,ACTIVE
Casey-Davila,-3.116627,-42.412811,Shoulder worry process night for base. Indeed part speech indicate. Contain structure big cultural building light camera.,"{""address"": ""9656 Johnson Crossing\nWest Justinton, WV 42717"", ""website"": ""http://houston.com/""}",NIGHTCLUB,ACTIVE
George-Olsen,-2.83846,-41.991947,Figure onto necessary future.,"{""address"": ""74854 Watkins Mills\nCarterville, NV 05793"", ""website"": ""http://waller.net/""}",WINERY,ACTIVE
"Rodriguez, Fitzpatrick and Morrison",-2.789306,-42.302318,Political garden smile several line maintain join. Law political country set put back administration western. Chance according movement phone. Mean family require suffer look throw.,"{""address"": ""574 Tyler Summit Apt. 400\nWigginsshire, DE 22228"", ""website"": ""http://lawrence-robinson.org/""}",WINERY,ACTIVE
Cherry-Johnson,-2.74519649726566,-42.8000944107771,Among until to stock heart. Move rate instead early eye.,"{""address"": ""24389 Ramsey Isle Apt. 957\nSouth Cassandra, IN 71822"", ""website"": ""https://www.wilson-cuevas.com/""}",WINERY,ACTIVE
Jones-Page,-3.668011,-42.79678,Serve laugh pick call blood television. More cause report build late.,"{""address"": ""86509 Susan Squares Apt. 001\nNew Jonathantown, VA 98026"", ""website"": ""http://miller.org/""}",CAFE,ACTIVE
"Golden, Macdonald and Roberts",-3.672243,-43.103934,Story per whatever stage entire benefit. Last country deal they role option magazine.,"{""address"": ""19514 Jennifer Shore Apt. 028\nRamirezmouth, NM 09387"", ""website"": ""https://www.green.org/""}",BAR,ACTIVE
"Miller, Anderson and Farmer",-3.672243,-43.103934,Clear mean stuff. Product safe western international. Data stop west process work whose author.,"{""address"": ""44111 White Mountain Suite 229\nAllenburgh, KS 80047"", ""website"": ""https://www.russell.net/""}",PUB,ACTIVE
Johnson-Jordan,-3.206992,-43.405273,Be him quickly. View loss friend entire food sure. While hold apply station.,"{""address"": ""81223 Ashley Motorway Apt. 904\nButlerport, TN 66786"", ""website"": ""http://www.jones-hines.com/""}",NIGHTCLUB,ACTIVE
Stewart-Schultz,-3.332685,-43.530357,Buy need at unit hand movement. Thought lead cell sort. Teacher cut couple first by become begin performance.,"{""address"": ""592 Mack Expressway\nLake Robin, NY 68201"", ""website"": ""https://kelly.com/""}",COCKTAIL_BAR,ACTIVE
Walker-Ochoa,-3.154753,-43.510874,Great say image town section. Less always reflect enough.,"{""address"": ""2737 Roman Locks\nEast Danielfurt, NY 19430"", ""website"": ""http://rivers.com/""}",RESTAURANT,ACTIVE
"Kim, Riddle and Edwards",-2.86417,-44.041555,Hair pull have huge citizen. Why hospital oil.,"{""address"": ""69343 Justin Drive\nNew Cassiebury, VI 54032"", ""website"": ""https://neal.info/""}",LOUNGE,ACTIVE
"Burke, Austin and Faulkner",-2.943094,-44.24692,Return ever final lose my Democrat.,"{""address"": ""46653 Debra Lodge\nNicoleburgh, WY 93529"", ""website"": ""https://lopez-berry.com/""}",ROOFTOP_BAR,ACTIVE
Miller-Davis,-2.975861,-44.315723,Store job consumer protect gas up nor.,"{""address"": ""054 Hunter Points\nCourtneyside, PA 45509"", ""website"": ""https://www.evans-gaines.com/""}",RESTAURANT,ACTIVE
"Mcguire, Lee and Jones",-3.140713,-44.314096,Shoulder study fall create. Carry compare feel cultural everybody yet responsibility.,"{""address"": ""5307 Matthew Crest Apt. 615\nLake Josephstad, CT 93328"", ""website"": ""http://www.stephens.com/""}",WINERY,ACTIVE
"Mora, Schmidt and Bass",-2.929672,-44.055819,Himself dream without describe group conference include. Network war product writer through once.,"{""address"": ""1822 Dominguez Squares\nSouth Mark, NV 11391"", ""website"": ""https://www.patrick.com/""}",RESTAURANT,ACTIVE
"Boyer, Herrera and Lewis",-3.5425,-43.917167,Too people bag body minute.,"{""address"": ""8049 Jason Fork\nWest Daniel, NM 18716"", ""website"": ""https://johnson-murphy.com/""}",CAFE,ACTIVE
Kelly-Stewart,-3.394228,-44.357431,Throughout school next. Season nearly anything many receive base especially.,"{""address"": ""USS Mendez\nFPO AE 13381"", ""website"": ""http://vazquez.com/""}",CAFE,ACTIVE
Brown Ltd,-3.574838,-44.579167,Official image establish dog give instead participant. First beat article we view both employee. Experience can again. On try summer keep turn five.,"{""address"": ""84679 Trujillo Ports Suite 368\nWest Erin, VI 60656"", ""website"": ""http://www.cox.com/""}",CAFE,ACTIVE
Johnson PLC,-3.476044,-44.874895,Improve decade feeling at.,"{""address"": ""85724 Timothy Viaduct Apt. 466\nGarciaville, AR 53996"", ""website"": ""https://stephens.org/""}",FOOD_TRUCK,ACTIVE
Johnson and Sons,-3.210851,-44.997792,Become born eye win service plant. Guy believe better question summer. Win parent represent too across. Family foot give western use rather for.,"{""address"": ""74665 Jerome Terrace\nLake Erikafort, IL 73767"", ""website"": ""http://www.sanchez.com/""}",PUB,ACTIVE
"Herring, Alexander and Bell",-2.993599,-44.996261,Hour talk statement. Security sell fill stage perhaps. Section middle beyond prevent improve necessary.,"{""address"": ""1316 Frank Land Suite 046\nHunterhaven, MT 95488"", ""website"": ""http://www.mcdonald-peterson.com/""}",LOUNGE,ACTIVE
Bailey-Case,-2.889527,-44.880717,Senior employee glass identify. Tv only notice right. Tell wide lead exactly usually.,"{""address"": ""USNS Watson\nFPO AA 49032"", ""website"": ""http://www.lindsey-obrien.com/""}",FOOD_TRUCK,ACTIVE
Bell LLC,-2.958811,-44.799397,Role not product weight government. Law drug large after. Across theory year baby side company.,"{""address"": ""367 Natalie Squares Suite 185\nWest Crystalside, MD 10409"", ""website"": ""http://www.hill.com/""}",CAFE,ACTIVE
Sutton Inc,-2.870923,-44.670185,Life hot answer Mr.,"{""address"": ""49586 Chavez Wells Apt. 194\nPort Emily, PR 51684"", ""website"": ""https://www.stone.com/""}",PUB,ACTIVE
"Petty, Perez and Kennedy",-2.712676,-44.84845,Protect take none case. Argue into eat eye structure measure.,"{""address"": ""226 Adam Crest Apt. 036\nBlackton, ND 29741"", ""website"": ""http://schneider-young.biz/""}",ROOFTOP_BAR,ACTIVE
Barnes LLC,-2.447892,-44.784968,Could arm consider difference. Keep couple order certain him myself catch. Population receive bag customer particularly.,"{""address"": ""3022 Lisa Bypass\nLake Scott, VT 55370"", ""website"": ""https://www.garcia.com/""}",COCKTAIL_BAR,ACTIVE
Henry Inc,-2.679086,-44.28758,Everybody word table eat help report wonder. Level while top experience floor city on. According road above soon produce conference.,"{""address"": ""81542 Perez Turnpike\nNorth Miranda, OK 83846"", ""website"": ""https://chapman.net/""}",CAFE,ACTIVE
"Williams, Andrews and Rodriguez",-2.61511839273289,-44.3026860058308,Resource accept move walk worker operation talk kind. Fact next mouth purpose PM trip. Big example news mission fast six better.,"{""address"": ""950 Amanda Causeway\nSouth John, VT 47122"", ""website"": ""http://www.cross.com/""}",PUB,ACTIVE
Perez-Olson,-2.562919,-44.331047,Very wide moment impact.,"{""address"": ""434 James Mountain Apt. 024\nPaulshire, MI 61377"", ""website"": ""http://lang.com/""}",NIGHTCLUB,ACTIVE
Levy-Hill,-2.501333,-44.291159,In growth argue new plan of. Reason ok better drive important while.,"{""address"": ""3332 Kelly Bypass Suite 139\nCopelandtown, NE 95977"", ""website"": ""http://martinez.net/""}",BAR,ACTIVE
Finley-Roman,-2.5083968080605,-44.2640474438667,Agreement respond deep. Reach order product man difficult pattern.,"{""address"": ""970 Laura Village\nLake Kennethland, MP 95537"", ""website"": ""https://www.rodriguez-spencer.com/""}",ROOFTOP_BAR,ACTIVE
Giles-Cummings,-2.533457,-44.283184,Long who protect her suggest. Think really manager process. General everyone true.,"{""address"": ""PSC 0309, Box 7524\nAPO AP 32934"", ""website"": ""https://www.rosales.com/""}",PUB,ACTIVE
"Vazquez, Whitney and Gray",-2.52884765236459,-44.3039640784264,Issue hour service lot also when prepare. Statement activity should interest put affect.,"{""address"": ""9819 Garrett Bypass\nEast Devin, SD 27577"", ""website"": ""http://www.day-vasquez.biz/""}",SPORTS_BAR,ACTIVE
"Willis, Hebert and Bender",-2.55767,-44.307013,Throughout shake stand everything push during here. Better possible job why.,"{""address"": ""856 Coleman Plains Apt. 111\nWest Ronnie, LA 53278"", ""website"": ""http://www.pace.com/""}",ROOFTOP_BAR,ACTIVE
Harvey Ltd,-2.54511,-44.281314,Material area should way. Plan eye with window degree throughout third.,"{""address"": ""6708 Davis Road\nSouth Pamela, VI 32028"", ""website"": ""http://collins.net/""}",CAFE,ACTIVE
"Gonzales, Mosley and Acosta",-2.55776553858083,-44.2652343213558,People movie church. When consider address drop significant probably watch.,"{""address"": ""127 Montgomery Mills Suite 499\nByrdmouth, MN 16849"", ""website"": ""https://bishop-short.com/""}",LOUNGE,ACTIVE
Pacheco PLC,-2.5535332031807,-44.2201812565327,Child concern point. Officer although meet several item feeling myself.,"{""address"": ""2660 Mendoza Avenue\nKennethville, WI 15847"", ""website"": ""https://leon-daniels.net/""}",SPORTS_BAR,ACTIVE
Jones-Morris,-2.55427,-44.205789,Natural performance share manage red. Moment TV price performance during benefit describe us. Yard oil military since.,"{""address"": ""631 Knight Parkway\nWest Jenniferchester, MI 32193"", ""website"": ""https://fox.net/""}",ROOFTOP_BAR,ACTIVE
Porter Inc,-2.51818013330668,-44.2467418313026,Be left ever cut. Test another environment one home seek.,"{""address"": ""9704 John Mountain Apt. 506\nJohnmouth, ID 58343"", ""website"": ""https://white.com/""}",RESTAURANT,ACTIVE
Brooks Ltd,-2.502383,-44.226296,Evening article east around green worker. Kid wait simply class matter.,"{""address"": ""577 Anderson Mount Apt. 247\nNavarroville, GU 55271"", ""website"": ""https://www.cervantes.net/""}",LOUNGE,ACTIVE
"Hart, Strong and Smith",-2.47965334599677,-44.1893975436688,City church wonder discuss sign single charge section. Third sell but. Ten firm thousand rule decide success.,"{""address"": ""01452 Lisa Rapids\nNew Hannah, ID 77740"", ""website"": ""https://www.lambert-quinn.com/""}",LOUNGE,ACTIVE
Daniels-Mcintosh,-2.537666,-44.165071,Option floor power rate describe.,"{""address"": ""44480 Cook Port\nAndersonton, ID 22304"", ""website"": ""http://lee-palmer.com/""}",WINERY,ACTIVE
Roberts Group,-2.56868192510021,-44.2267526686192,Cost full off day study art. Player establish without well reach rock. End age its admit yard.,"{""address"": ""0201 Jonathan Passage\nDeleonshire, SC 34454"", ""website"": ""http://brown.org/""}",SPORTS_BAR,ACTIVE
Thompson-Walker,-2.57452191244542,-44.2429639399052,Only just garden teach management. Born enjoy book easy.,"{""address"": ""5404 Pratt Union\nSchmidtbury, VA 96866"", ""website"": ""http://www.simon.com/""}",LOUNGE,ACTIVE
Castaneda Group,-2.562397,-44.055813,Deep local along analysis baby fall. Realize hospital break nation. Thousand no return really day civil. Section section budget fill certain model operation.,"{""address"": ""0208 Barbara Ranch Suite 312\nJameshaven, KY 18183"", ""website"": ""https://www.patel-brown.org/""}",WINERY,ACTIVE
Perez-Hanson,-1.996164,-44.535255,Life either director Republican resource behind Mr. Appear room play on. Appear every foot create project more.,"{""address"": ""USCGC Collins\nFPO AP 80780"", ""website"": ""https://hill.net/""}",COCKTAIL_BAR,ACTIVE
Little-Wright,-2.070223,-44.783843,Tax join collection network method. Other strategy bad impact attack. Here just toward more.,"{""address"": ""960 Robinson Rest Apt. 937\nNew Christie, RI 85520"", ""website"": ""http://diaz.com/""}",WINERY,ACTIVE
Smith-Day,-2.197059,-44.829136,Back lot great air skill matter especially. Often hard size usually poor only region score. Seat quality run.,"{""address"": ""PSC 2241, Box 7642\nAPO AA 44424"", ""website"": ""http://allen.com/""}",BAR,ACTIVE
